id,score,created_at,updated_at,user_id,seen_live,event_id
230,4,2015-04-22 22:07:47.973142,2015-04-22 22:24:00.296782,15,,77
231,0,2015-04-23 02:09:33.999654,2015-04-23 02:09:33.999654,15,,
232,0,2015-04-23 02:10:03.341804,2015-04-23 02:10:03.341804,15,,
233,0,2015-04-23 12:54:01.493549,2015-04-23 12:54:01.493549,15,,
234,0,2015-04-23 13:00:00.964058,2015-04-23 13:00:00.964058,15,,
235,4,2015-04-24 19:36:36.273644,2015-04-24 19:40:08.658069,21,,78
236,0,2015-04-24 19:40:11.341318,2015-04-24 19:40:11.341318,21,,
237,0,2015-04-24 19:56:08.439107,2015-04-24 19:56:08.439107,15,,
238,0,2015-04-24 20:17:29.615399,2015-04-24 20:17:29.615399,15,,
239,0,2015-04-24 20:17:46.688546,2015-04-24 20:17:46.688546,15,,
249,3,2015-04-28 00:11:16.703011,2015-04-28 01:03:07.01576,15,,
240,4,2015-04-24 20:21:56.928206,2015-04-24 20:23:45.43535,15,,79
241,0,2015-04-24 20:25:20.737525,2015-04-24 20:25:20.737525,15,,
250,4,2015-04-28 15:02:09.502353,2015-04-28 15:02:17.582944,15,,
251,0,2015-04-28 19:20:07.919261,2015-04-28 19:20:07.919261,15,,
252,0,2015-04-28 19:32:34.196141,2015-04-28 19:32:34.196141,15,,
253,0,2015-04-28 19:50:55.412336,2015-04-28 19:50:55.412336,15,,82
254,0,2015-04-28 21:08:30.048266,2015-04-28 21:08:30.048266,15,,
255,0,2015-04-28 22:20:16.562034,2015-04-28 22:20:16.562034,15,,
256,0,2015-04-29 03:25:17.163003,2015-04-29 03:25:17.163003,15,,
257,0,2015-04-29 03:26:06.912079,2015-04-29 03:26:06.912079,15,,
258,0,2015-04-29 13:35:21.784043,2015-04-29 13:35:21.784043,15,,
259,0,2015-04-29 13:41:27.003752,2015-04-29 13:41:27.003752,15,,
260,0,2015-04-30 21:38:37.409552,2015-04-30 21:38:37.409552,15,,
263,3,2015-05-01 14:43:17.058222,2015-05-01 14:45:07.702602,15,,84
262,4,2015-04-30 22:28:05.405264,2015-04-30 22:30:23.005431,33,,83
264,4,2015-05-01 15:14:16.905024,2015-05-01 15:18:01.85311,15,,85
266,0,2015-05-01 17:46:47.536426,2015-05-01 17:46:47.536426,15,,
265,0,2015-05-01 15:18:01.979441,2015-05-01 15:18:01.979441,15,,
267,0,2015-05-04 02:04:08.876298,2015-05-04 02:04:08.876298,15,,
268,0,2015-05-04 14:54:37.441554,2015-05-04 14:54:37.441554,15,,
269,4,2015-05-04 14:54:37.708036,2015-05-04 14:54:42.628437,15,,
271,0,2015-05-04 14:56:27.560225,2015-05-04 14:56:27.560225,15,,
273,0,2015-05-04 14:56:52.171941,2015-05-04 14:56:52.171941,15,,
274,0,2015-05-04 14:57:03.152166,2015-05-04 14:57:03.152166,15,,
275,0,2015-05-04 18:08:22.666814,2015-05-04 18:08:22.666814,15,,
276,0,2015-05-04 18:08:52.085058,2015-05-04 18:08:52.085058,15,,
277,0,2015-05-04 18:09:24.491136,2015-05-04 18:09:24.491136,15,,
278,0,2015-05-04 18:10:28.166914,2015-05-04 18:10:28.166914,15,,
279,0,2015-05-04 18:10:48.247679,2015-05-04 18:10:48.247679,15,,
280,0,2015-05-04 18:13:10.863677,2015-05-04 18:13:10.863677,15,,
281,0,2015-05-04 18:21:07.003868,2015-05-04 18:21:07.003868,15,,
282,0,2015-05-04 18:22:13.355328,2015-05-04 18:22:13.355328,15,,
283,0,2015-05-04 18:33:43.319352,2015-05-04 18:33:43.319352,15,,
284,0,2015-05-04 18:33:50.654679,2015-05-04 18:33:50.654679,15,,
285,0,2015-05-04 18:33:58.635325,2015-05-04 18:33:58.635325,15,,
286,0,2015-05-04 18:34:12.702877,2015-05-04 18:34:12.702877,15,,
287,0,2015-05-04 18:40:03.820693,2015-05-04 18:40:03.820693,15,,
288,0,2015-05-04 18:45:26.466036,2015-05-04 18:45:26.466036,15,,
289,0,2015-05-04 18:45:57.35949,2015-05-04 18:45:57.35949,15,,
290,0,2015-05-04 20:11:19.189767,2015-05-04 20:11:19.189767,15,,
291,0,2015-05-05 13:28:29.966751,2015-05-05 13:28:29.966751,15,,
292,0,2015-05-05 13:31:56.485693,2015-05-05 13:31:56.485693,15,,
293,0,2015-05-05 13:32:16.926386,2015-05-05 13:32:16.926386,15,,
294,0,2015-05-05 13:35:11.334227,2015-05-05 13:35:11.334227,15,,
295,0,2015-05-05 13:41:23.926138,2015-05-05 13:41:23.926138,15,,
296,0,2015-05-05 13:41:36.643289,2015-05-05 13:41:36.643289,15,,
297,0,2015-05-05 13:42:00.029257,2015-05-05 13:42:00.029257,15,,
298,0,2015-05-05 13:43:03.433054,2015-05-05 13:43:03.433054,15,,
299,0,2015-05-05 13:43:12.219658,2015-05-05 13:43:12.219658,15,,
300,0,2015-05-05 13:43:18.698209,2015-05-05 13:43:18.698209,15,,
301,0,2015-05-05 13:43:24.192206,2015-05-05 13:43:24.192206,15,,
302,0,2015-05-05 20:11:05.001004,2015-05-05 20:11:05.001004,15,,
303,0,2015-05-06 15:19:33.705584,2015-05-06 15:19:33.705584,15,,
304,0,2015-05-06 15:29:01.062316,2015-05-06 15:29:01.062316,15,,
305,0,2015-05-06 16:06:46.985283,2015-05-06 16:06:46.985283,15,,
306,0,2015-05-06 16:07:11.48978,2015-05-06 16:07:11.48978,15,,
307,0,2015-05-06 16:08:36.988273,2015-05-06 16:08:36.988273,15,,
308,0,2015-05-06 16:43:55.53672,2015-05-06 16:43:55.53672,15,,
309,0,2015-05-06 16:48:35.413966,2015-05-06 16:48:35.413966,15,,
310,0,2015-05-06 16:56:30.925425,2015-05-06 16:56:30.925425,15,,
311,0,2015-05-06 16:59:36.151062,2015-05-06 16:59:36.151062,15,,
312,0,2015-05-06 16:59:42.942176,2015-05-06 16:59:42.942176,15,,
313,0,2015-05-06 17:20:47.653005,2015-05-06 17:20:47.653005,15,,
314,0,2015-05-06 17:21:06.091992,2015-05-06 17:21:06.091992,15,,
315,0,2015-05-06 17:32:22.390296,2015-05-06 17:32:22.390296,15,,
316,0,2015-05-06 18:54:30.301333,2015-05-06 18:54:30.301333,15,,
317,0,2015-05-06 18:54:36.40234,2015-05-06 18:54:36.40234,15,,
318,0,2015-05-06 20:07:59.609447,2015-05-06 20:07:59.609447,15,,
319,0,2015-05-06 20:09:46.511904,2015-05-06 20:09:46.511904,15,,
320,0,2015-05-06 20:09:53.203735,2015-05-06 20:09:53.203735,15,,
321,0,2015-05-06 20:10:38.728224,2015-05-06 20:10:38.728224,15,,
322,0,2015-05-06 21:07:39.250289,2015-05-06 21:07:39.250289,15,,
323,0,2015-05-06 21:08:01.763833,2015-05-06 21:08:01.763833,15,,
324,0,2015-05-06 21:11:23.67032,2015-05-06 21:11:23.67032,15,,
325,0,2015-05-06 21:18:24.184964,2015-05-06 21:18:24.184964,15,,
326,0,2015-05-06 21:19:06.192179,2015-05-06 21:19:06.192179,15,,
327,0,2015-05-06 21:19:15.433477,2015-05-06 21:19:15.433477,15,,
328,0,2015-05-06 22:23:07.761851,2015-05-06 22:23:07.761851,15,,
329,0,2015-05-06 22:23:12.623418,2015-05-06 22:23:12.623418,15,,
330,0,2015-05-06 22:30:18.234484,2015-05-06 22:30:18.234484,15,,
331,0,2015-05-06 22:34:33.637353,2015-05-06 22:34:33.637353,15,,
332,0,2015-05-06 22:34:39.903267,2015-05-06 22:34:39.903267,15,,
333,0,2015-05-06 22:35:20.491674,2015-05-06 22:35:20.491674,15,,
334,0,2015-05-06 22:35:49.553098,2015-05-06 22:35:49.553098,15,,
335,0,2015-05-06 22:36:35.313472,2015-05-06 22:36:35.313472,15,,
336,0,2015-05-06 22:38:00.084337,2015-05-06 22:38:00.084337,15,,
337,0,2015-05-07 03:56:31.766476,2015-05-07 03:56:31.766476,15,,
338,0,2015-05-07 03:57:43.850101,2015-05-07 03:57:43.850101,15,,
339,0,2015-05-07 14:52:05.240976,2015-05-07 14:52:05.240976,15,,
341,0,2015-05-08 17:34:39.69785,2015-05-08 17:34:39.69785,27,,
342,3,2015-05-08 17:35:05.634404,2015-05-08 17:38:03.591878,27,,88
343,0,2015-05-08 17:38:06.798527,2015-05-08 17:38:06.798527,27,,
344,0,2015-05-08 17:38:55.598108,2015-05-08 17:38:55.598108,15,,
345,0,2015-05-08 17:40:08.926655,2015-05-08 17:40:08.926655,15,,
346,0,2015-05-08 17:40:45.202113,2015-05-08 17:40:45.202113,15,,88
347,0,2015-05-08 17:40:55.006822,2015-05-08 17:40:55.006822,15,,
348,0,2015-05-08 18:20:48.944985,2015-05-08 18:20:48.944985,15,,
349,0,2015-05-08 18:21:55.154887,2015-05-08 18:21:55.154887,15,,
350,0,2015-05-08 18:26:41.063375,2015-05-08 18:26:41.063375,15,,
351,0,2015-05-08 18:35:42.41029,2015-05-08 18:35:42.41029,15,,
352,0,2015-05-08 18:39:23.087439,2015-05-08 18:39:23.087439,15,,
353,0,2015-05-08 18:39:38.613345,2015-05-08 18:39:38.613345,15,,
354,0,2015-05-08 18:47:45.264252,2015-05-08 18:47:45.264252,15,,
355,0,2015-05-08 18:52:15.676339,2015-05-08 18:52:15.676339,15,,
356,0,2015-05-08 18:53:29.920699,2015-05-08 18:53:29.920699,15,,
357,0,2015-05-08 19:11:26.685129,2015-05-08 19:11:26.685129,15,,
358,0,2015-05-12 01:02:07.62029,2015-05-12 01:02:07.62029,15,,
374,0,2015-05-19 02:38:14.942154,2015-05-19 02:38:14.942154,15,,
375,0,2015-05-19 02:42:47.926497,2015-05-19 02:42:47.926497,15,,
367,0,2015-05-18 14:52:28.10183,2015-05-18 14:52:28.10183,15,,
360,3,2015-05-13 14:21:10.142175,2015-05-13 15:36:07.125784,15,,90
361,0,2015-05-13 15:36:07.29454,2015-05-13 15:36:07.29454,15,,
365,4,2015-05-15 16:03:48.516053,2015-05-18 14:51:56.644809,15,,
368,0,2015-05-18 14:54:26.507526,2015-05-18 14:54:26.507526,15,,
376,0,2015-05-19 03:07:00.612801,2015-05-19 03:07:00.612801,15,,
369,4,2015-05-18 14:54:58.863918,2015-05-18 14:56:54.869709,15,,92
370,0,2015-05-18 14:56:54.943261,2015-05-18 14:56:54.943261,15,,
371,0,2015-05-18 17:44:57.035191,2015-05-18 17:44:57.035191,15,,
372,0,2015-05-18 18:07:51.389147,2015-05-18 18:07:51.389147,15,,
373,0,2015-05-18 18:09:26.936785,2015-05-18 18:09:26.936785,15,,
377,0,2015-05-20 00:06:10.533115,2015-05-20 00:06:10.533115,15,,
378,0,2015-05-20 00:06:18.564587,2015-05-20 00:06:18.564587,15,,
379,0,2015-05-20 00:10:14.506215,2015-05-20 00:10:14.506215,15,,
380,0,2015-05-20 00:17:48.003596,2015-05-20 00:17:48.003596,15,,
381,0,2015-05-20 00:18:26.945918,2015-05-20 00:18:26.945918,15,,
382,0,2015-05-20 00:37:38.526366,2015-05-20 00:37:38.526366,15,,
383,0,2015-05-20 00:38:02.794237,2015-05-20 00:38:02.794237,15,,
384,0,2015-05-20 14:22:13.184472,2015-05-20 14:22:13.184472,15,,
385,0,2015-05-20 16:55:11.412993,2015-05-20 16:55:11.412993,15,,
386,0,2015-05-20 18:20:38.943868,2015-05-20 18:20:38.943868,15,,
387,0,2015-05-20 18:21:21.291163,2015-05-20 18:21:21.291163,15,,
388,0,2015-05-20 18:21:28.645414,2015-05-20 18:21:28.645414,15,,
389,0,2015-05-20 19:02:14.877162,2015-05-20 19:02:14.877162,15,,
390,0,2015-05-20 21:28:19.786844,2015-05-20 21:28:19.786844,15,,
391,0,2015-05-20 21:28:26.114449,2015-05-20 21:28:26.114449,15,,
392,0,2015-05-20 21:31:19.079998,2015-05-20 21:31:19.079998,15,,
393,0,2015-05-20 21:44:10.003756,2015-05-20 21:44:10.003756,15,,
394,0,2015-05-22 12:44:42.621475,2015-05-22 12:44:42.621475,15,,
395,0,2015-05-22 12:44:49.420886,2015-05-22 12:44:49.420886,15,,
396,0,2015-05-22 13:55:40.433454,2015-05-22 13:55:40.433454,15,,
397,0,2015-05-22 14:43:13.094776,2015-05-22 14:43:13.094776,15,,
398,0,2015-05-22 16:07:33.328803,2015-05-22 16:07:33.328803,15,,
399,0,2015-05-22 16:07:41.800835,2015-05-22 16:07:41.800835,15,,
400,0,2015-05-22 17:29:50.152265,2015-05-22 17:29:50.152265,15,,
401,0,2015-05-22 17:29:55.465476,2015-05-22 17:29:55.465476,15,,
402,0,2015-05-22 17:30:14.878658,2015-05-22 17:30:14.878658,15,,
403,0,2015-05-22 17:30:18.50202,2015-05-22 17:30:18.50202,15,,
404,0,2015-05-22 17:32:15.143317,2015-05-22 17:32:15.143317,15,,
405,0,2015-05-22 18:23:19.265401,2015-05-22 18:23:19.265401,15,,
406,0,2015-05-22 18:25:27.71736,2015-05-22 18:25:27.71736,15,,
407,0,2015-05-22 18:44:45.992921,2015-05-22 18:44:45.992921,15,,
408,0,2015-05-22 18:48:13.629693,2015-05-22 18:48:13.629693,15,,
409,0,2015-05-22 18:49:02.72469,2015-05-22 18:49:02.72469,15,,
410,0,2015-05-22 18:49:07.838526,2015-05-22 18:49:07.838526,15,,
411,0,2015-05-22 18:49:32.95803,2015-05-22 18:49:32.95803,15,,
412,0,2015-05-27 15:47:13.246189,2015-05-27 15:47:13.246189,15,,
413,0,2015-05-27 18:35:51.672621,2015-05-27 18:35:51.672621,15,,
414,0,2015-05-27 18:52:50.696135,2015-05-27 18:52:50.696135,15,,
415,0,2015-05-27 18:52:57.992346,2015-05-27 18:52:57.992346,15,,
416,4,2015-05-27 19:15:10.804151,2015-05-27 19:18:46.596569,15,,
418,4,2015-05-27 19:56:53.870537,2015-05-27 19:56:57.321682,15,,
419,0,2015-05-27 19:58:19.847408,2015-05-27 19:58:19.847408,15,,
420,0,2015-05-27 19:58:33.048996,2015-05-27 19:58:33.048996,15,,
421,0,2015-05-27 19:58:39.294114,2015-05-27 19:58:39.294114,15,,
422,0,2015-05-27 20:05:11.663943,2015-05-27 20:05:11.663943,15,,
424,0,2015-05-27 20:51:44.930987,2015-05-27 20:51:44.930987,15,,
423,4,2015-05-27 20:51:30.626708,2015-05-27 20:53:24.797584,15,,94
425,0,2015-05-27 20:53:24.898569,2015-05-27 20:53:24.898569,15,,
426,0,2015-05-27 21:03:18.470619,2015-05-27 21:03:18.470619,15,,
427,0,2015-05-27 21:53:59.285479,2015-05-27 21:53:59.285479,15,,
428,0,2015-05-28 14:16:49.001244,2015-05-28 14:16:49.001244,15,,
483,0,2015-06-03 01:37:11.311007,2015-06-03 01:37:11.311007,35,,
470,3,2015-06-01 17:26:31.322585,2015-06-01 17:33:04.746173,15,,99
471,0,2015-06-01 17:33:05.051623,2015-06-01 17:33:05.051623,15,,
472,0,2015-06-01 17:33:16.512481,2015-06-01 17:33:16.512481,15,,
429,5,2015-05-28 14:36:53.580087,2015-05-28 14:48:43.76924,15,,95
430,0,2015-05-28 14:48:43.899073,2015-05-28 14:48:43.899073,15,,
431,0,2015-05-28 15:21:05.490863,2015-05-28 15:21:05.490863,15,,
432,0,2015-05-28 15:26:09.208938,2015-05-28 15:26:09.208938,15,,
433,0,2015-05-28 16:48:46.995513,2015-05-28 16:48:46.995513,15,,
434,0,2015-05-28 16:51:22.357202,2015-05-28 16:51:22.357202,15,,
435,0,2015-05-28 16:51:31.984141,2015-05-28 16:51:31.984141,15,,
436,0,2015-05-28 17:06:39.812566,2015-05-28 17:06:39.812566,15,,
437,0,2015-05-28 17:06:53.811165,2015-05-28 17:06:53.811165,15,,
438,0,2015-05-28 17:06:58.103355,2015-05-28 17:06:58.103355,15,,
439,0,2015-05-28 17:07:07.537044,2015-05-28 17:07:07.537044,15,,
440,0,2015-05-28 17:10:24.180339,2015-05-28 17:10:24.180339,15,,
441,0,2015-05-28 17:24:10.414467,2015-05-28 17:24:10.414467,15,,
442,0,2015-05-28 17:24:20.302681,2015-05-28 17:24:20.302681,15,,
443,0,2015-05-28 17:24:27.99046,2015-05-28 17:24:27.99046,15,,
444,0,2015-05-28 17:24:38.189419,2015-05-28 17:24:38.189419,15,,
445,0,2015-05-28 17:26:33.463374,2015-05-28 17:26:33.463374,15,,
446,0,2015-05-29 05:23:26.294715,2015-05-29 05:23:26.294715,15,,
447,0,2015-05-29 13:04:26.3797,2015-05-29 13:04:26.3797,15,,
448,0,2015-05-29 14:56:50.110226,2015-05-29 14:56:50.110226,15,,
449,0,2015-05-29 14:58:52.454603,2015-05-29 14:58:52.454603,15,,
450,0,2015-05-29 14:59:26.547238,2015-05-29 14:59:26.547238,15,,
451,0,2015-05-29 14:59:31.084992,2015-05-29 14:59:31.084992,15,,
452,0,2015-05-29 16:02:42.883502,2015-05-29 16:02:42.883502,27,,
453,0,2015-05-29 16:15:33.972992,2015-05-29 16:15:33.972992,15,,
454,0,2015-05-29 16:26:35.775761,2015-05-29 16:26:35.775761,15,,
455,0,2015-05-29 16:26:49.146558,2015-05-29 16:26:49.146558,15,,96
456,0,2015-05-29 16:27:19.401425,2015-05-29 16:27:19.401425,15,,
457,0,2015-05-29 18:46:32.232165,2015-05-29 18:46:32.232165,15,,
458,0,2015-05-29 18:47:01.761335,2015-05-29 18:47:01.761335,15,,
459,0,2015-05-29 19:25:56.833321,2015-05-29 19:25:56.833321,15,,
460,0,2015-05-29 19:26:11.343465,2015-05-29 19:26:11.343465,15,,
461,0,2015-05-29 19:26:35.964391,2015-05-29 19:26:35.964391,15,,
462,5,2015-05-29 19:28:02.312899,2015-05-29 19:28:06.239076,15,,
473,0,2015-06-01 17:37:05.744804,2015-06-01 17:37:05.744804,15,,
463,5,2015-05-29 19:59:52.71759,2015-05-29 20:02:02.951048,15,,97
464,0,2015-05-29 20:02:03.442926,2015-05-29 20:02:03.442926,15,,
465,0,2015-05-29 20:04:50.579093,2015-05-29 20:04:50.579093,15,,
466,0,2015-05-31 23:52:11.593128,2015-05-31 23:52:11.593128,15,,
474,0,2015-06-01 17:43:18.647972,2015-06-01 17:43:18.647972,15,,
484,0,2015-06-03 01:38:11.296488,2015-06-03 01:38:11.296488,15,,
468,0,2015-06-01 15:56:45.626369,2015-06-01 15:56:45.626369,35,,
469,0,2015-06-01 16:03:55.324884,2015-06-01 16:03:55.324884,35,,
475,0,2015-06-01 17:43:29.655355,2015-06-01 17:43:29.655355,15,,
476,0,2015-06-01 17:48:16.173649,2015-06-01 17:48:16.173649,15,,
477,0,2015-06-01 17:54:50.353184,2015-06-01 17:54:50.353184,15,,
478,0,2015-06-01 17:54:56.730649,2015-06-01 17:54:56.730649,15,,
479,0,2015-06-01 18:11:19.491042,2015-06-01 18:11:19.491042,32,,
480,0,2015-06-01 18:19:27.74731,2015-06-01 18:19:27.74731,37,,
481,0,2015-06-01 18:19:56.801176,2015-06-01 18:19:56.801176,37,,
482,0,2015-06-02 22:48:43.544045,2015-06-02 22:48:43.544045,15,,
485,0,2015-06-11 02:20:32.074898,2015-06-11 02:20:32.074898,15,,
486,0,2015-06-11 02:21:46.591512,2015-06-11 02:21:46.591512,15,,
487,0,2015-06-11 02:21:51.79143,2015-06-11 02:21:51.79143,15,,
488,0,2015-06-11 02:25:00.573534,2015-06-11 02:25:00.573534,15,,
489,0,2015-06-11 03:43:04.012916,2015-06-11 03:43:04.012916,15,,
490,0,2015-06-11 16:20:40.611972,2015-06-11 16:20:40.611972,15,,
491,0,2015-06-11 16:20:48.056376,2015-06-11 16:20:48.056376,15,,
493,0,2015-06-11 16:23:46.643075,2015-06-11 16:23:46.643075,15,,
492,3,2015-06-11 16:20:58.089835,2015-06-11 16:23:46.519744,15,,100
494,0,2015-06-11 16:27:07.678826,2015-06-11 16:27:07.678826,15,,
495,0,2015-06-11 16:27:41.306094,2015-06-11 16:27:41.306094,15,,
496,5,2015-06-12 16:15:43.797207,2015-06-12 16:16:12.886016,15,,
565,5,2015-06-15 22:45:01.427157,2015-06-15 22:45:43.492393,15,,115
497,5,2015-06-12 16:25:10.606714,2015-06-12 16:32:42.417657,15,,101
498,0,2015-06-12 16:32:42.535837,2015-06-12 16:32:42.535837,15,,
499,0,2015-06-12 16:45:15.564396,2015-06-12 16:45:15.564396,15,,
500,0,2015-06-12 16:45:47.298832,2015-06-12 16:45:47.298832,15,,
501,0,2015-06-12 17:40:59.963947,2015-06-12 17:40:59.963947,15,,
566,0,2015-06-15 22:45:43.729936,2015-06-15 22:45:43.729936,15,,
502,5,2015-06-12 17:48:25.298934,2015-06-12 17:53:57.004977,15,,102
503,0,2015-06-12 17:53:57.101111,2015-06-12 17:53:57.101111,15,,
504,0,2015-06-12 17:55:35.902015,2015-06-12 17:55:35.902015,15,,
505,0,2015-06-12 17:56:09.539138,2015-06-12 17:56:09.539138,15,,
506,0,2015-06-12 17:59:08.43582,2015-06-12 17:59:08.43582,15,,
507,0,2015-06-12 17:59:18.213657,2015-06-12 17:59:18.213657,15,,
508,0,2015-06-12 18:03:21.764186,2015-06-12 18:03:21.764186,15,,
509,0,2015-06-12 18:10:13.596639,2015-06-12 18:10:13.596639,15,,
510,0,2015-06-12 18:41:48.041546,2015-06-12 18:41:48.041546,15,,
511,0,2015-06-12 18:48:33.043532,2015-06-12 18:48:33.043532,15,,
512,0,2015-06-12 18:48:38.615607,2015-06-12 18:48:38.615607,15,,
513,0,2015-06-12 18:50:13.060405,2015-06-12 18:50:13.060405,15,,
514,0,2015-06-12 18:50:28.159668,2015-06-12 18:50:28.159668,15,,
515,0,2015-06-12 19:12:47.967019,2015-06-12 19:12:47.967019,15,,
516,0,2015-06-12 19:13:52.692138,2015-06-12 19:13:52.692138,15,,
517,0,2015-06-12 19:16:26.228098,2015-06-12 19:16:26.228098,15,,
518,0,2015-06-12 19:18:56.513445,2015-06-12 19:18:56.513445,15,,
519,0,2015-06-12 19:22:27.150759,2015-06-12 19:22:27.150759,15,,
520,0,2015-06-12 19:24:51.973036,2015-06-12 19:24:51.973036,15,,
521,0,2015-06-12 19:27:37.400524,2015-06-12 19:27:37.400524,15,,
522,0,2015-06-12 19:28:56.62036,2015-06-12 19:28:56.62036,15,,
523,0,2015-06-12 19:43:56.752455,2015-06-12 19:43:56.752455,15,,
524,0,2015-06-12 19:44:11.013654,2015-06-12 19:44:11.013654,15,,
525,0,2015-06-12 19:44:39.501027,2015-06-12 19:44:39.501027,15,,
526,0,2015-06-12 20:06:58.573689,2015-06-12 20:06:58.573689,15,,
527,0,2015-06-12 20:08:40.788258,2015-06-12 20:08:40.788258,15,,
528,0,2015-06-12 20:08:50.196738,2015-06-12 20:08:50.196738,15,,
529,0,2015-06-12 20:48:08.356561,2015-06-12 20:48:08.356561,15,,
567,0,2015-06-15 22:47:35.824524,2015-06-15 22:47:35.824524,15,,
593,0,2015-06-16 22:41:00.318325,2015-06-16 22:41:00.318325,15,,
531,0,2015-06-14 15:05:37.586898,2015-06-14 15:05:37.586898,15,,
532,0,2015-06-14 15:07:03.119867,2015-06-14 15:07:03.119867,15,,
594,0,2015-06-17 02:21:28.812942,2015-06-17 02:21:28.812942,15,,
533,4,2015-06-14 15:12:29.942005,2015-06-14 15:14:50.388473,15,,104
534,0,2015-06-14 15:14:50.649599,2015-06-14 15:14:50.649599,15,,
535,0,2015-06-14 15:19:47.576228,2015-06-14 15:19:47.576228,15,,
568,4,2015-06-15 22:47:52.799781,2015-06-15 22:48:35.684413,15,,116
595,0,2015-06-17 16:36:13.946913,2015-06-17 16:36:13.946913,15,,
537,0,2015-06-15 15:07:16.084583,2015-06-15 15:07:16.084583,15,,
538,0,2015-06-15 15:28:06.458312,2015-06-15 15:28:06.458312,15,,
539,0,2015-06-15 16:05:04.442681,2015-06-15 16:05:04.442681,15,,
569,0,2015-06-15 22:48:36.045023,2015-06-15 22:48:36.045023,15,,
570,0,2015-06-15 22:49:12.759998,2015-06-15 22:49:12.759998,15,,
541,0,2015-06-15 19:15:45.576329,2015-06-15 19:15:45.576329,15,,
542,0,2015-06-15 19:16:00.439906,2015-06-15 19:16:00.439906,15,,
571,0,2015-06-15 22:51:03.221617,2015-06-15 22:51:03.221617,15,,
572,0,2015-06-15 23:01:01.973136,2015-06-15 23:01:01.973136,15,,
544,0,2015-06-15 19:16:42.297719,2015-06-15 19:16:42.297719,15,,
545,0,2015-06-15 19:16:58.369224,2015-06-15 19:16:58.369224,15,,
573,0,2015-06-15 23:01:18.261717,2015-06-15 23:01:18.261717,15,,
574,0,2015-06-15 23:04:53.813148,2015-06-15 23:04:53.813148,15,,
547,0,2015-06-15 19:17:39.098495,2015-06-15 19:17:39.098495,15,,
548,0,2015-06-15 19:17:49.069793,2015-06-15 19:17:49.069793,15,,
549,0,2015-06-15 20:47:24.053392,2015-06-15 20:47:24.053392,15,,
550,0,2015-06-15 20:48:36.243466,2015-06-15 20:48:36.243466,15,,
575,0,2015-06-15 23:07:00.421047,2015-06-15 23:07:00.421047,15,,
576,0,2015-06-15 23:08:33.458975,2015-06-15 23:08:33.458975,15,,
577,0,2015-06-15 23:11:38.749773,2015-06-15 23:11:38.749773,15,,
578,0,2015-06-15 23:14:08.746693,2015-06-15 23:14:08.746693,15,,
579,0,2015-06-15 23:20:29.093617,2015-06-15 23:20:29.093617,15,,
554,0,2015-06-15 21:41:38.685489,2015-06-15 21:41:38.685489,15,,
555,0,2015-06-15 21:43:02.114237,2015-06-15 21:43:02.114237,15,,
556,0,2015-06-15 21:43:34.448212,2015-06-15 21:43:34.448212,15,,
557,0,2015-06-15 21:44:17.719025,2015-06-15 21:44:17.719025,15,,
558,0,2015-06-15 22:05:46.621657,2015-06-15 22:05:46.621657,15,,
559,0,2015-06-15 22:11:06.011101,2015-06-15 22:11:06.011101,15,,
560,0,2015-06-15 22:11:39.937249,2015-06-15 22:11:39.937249,15,,
561,0,2015-06-15 22:31:01.115262,2015-06-15 22:31:01.115262,15,,
562,5,2015-06-15 22:31:42.215594,2015-06-15 22:32:34.964479,15,,
563,0,2015-06-15 22:41:35.008379,2015-06-15 22:41:35.008379,15,,
564,0,2015-06-15 22:41:44.240437,2015-06-15 22:41:44.240437,15,,
596,0,2015-06-17 16:37:08.911321,2015-06-17 16:37:08.911321,15,,
580,0,2015-06-15 23:20:34.046069,2015-06-15 23:20:34.046069,15,,
581,0,2015-06-15 23:22:13.272267,2015-06-15 23:22:13.272267,15,,
582,0,2015-06-16 17:52:41.542037,2015-06-16 17:52:41.542037,15,,
583,0,2015-06-16 20:48:42.830848,2015-06-16 20:48:42.830848,15,,
584,0,2015-06-16 21:23:57.797641,2015-06-16 21:23:57.797641,15,,
585,0,2015-06-16 21:24:03.984348,2015-06-16 21:24:03.984348,15,,
586,0,2015-06-16 21:24:59.039775,2015-06-16 21:24:59.039775,15,,
587,0,2015-06-16 21:26:55.82923,2015-06-16 21:26:55.82923,15,,
588,0,2015-06-16 21:39:52.268829,2015-06-16 21:39:52.268829,15,,
589,0,2015-06-16 21:40:09.015178,2015-06-16 21:40:09.015178,15,,
590,0,2015-06-16 22:01:24.975686,2015-06-16 22:01:24.975686,15,,
591,0,2015-06-16 22:30:58.640652,2015-06-16 22:30:58.640652,15,,
592,0,2015-06-16 22:31:17.908254,2015-06-16 22:31:17.908254,15,,
597,0,2015-06-17 16:56:37.311928,2015-06-17 16:56:37.311928,15,,
598,0,2015-06-17 16:56:47.591536,2015-06-17 16:56:47.591536,15,,
599,0,2015-06-17 17:49:00.879119,2015-06-17 17:49:00.879119,15,,
600,0,2015-06-17 17:53:03.057141,2015-06-17 17:53:03.057141,15,,
601,0,2015-06-17 20:41:21.748812,2015-06-17 20:41:21.748812,40,,
602,0,2015-06-17 20:43:49.864625,2015-06-17 20:43:49.864625,15,,117
606,0,2015-06-17 20:49:08.101691,2015-06-17 20:49:08.101691,15,,121
